name,position,teamname,rawbirthdate,gp,shots,goals,assist1,assist2,points,goals.pp,assist1.pp,assist2.pp,points.pp,goals.ev,assist1.ev,assist2.ev,points.ev,gfev,gaev,gfpp,season.name,ga,gf,team.shots.for,team.shots.against,team.goals,team.assist1,team.assist2,team.points,team.GA,team.GA.EV,team.goals.pp,team.assist1.pp,team.assist2.pp,team.points.pp,team.goals.ev,team.assist1.ev,team.assist2.ev,team.points.ev,pos.clean,BD.Mod,birth.year,draft.end,draft.year,draft.season,draft.eligible
"Cheezo, Adam",RW,"Val-d'Or, Foreurs",1998-11-02,52,81,13,12,11,36,5,2,3,10,7,10,8,25,34,62,16,2017-18 | Regular Season,70,51,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,F,1998-11-02,1998,1998-09-15,2017,2018,N
"Racicot, Médérick",D,"Val-d'Or, Foreurs",1999-03-10,61,76,7,7,4,18,1,0,1,2,6,6,2,14,45,66,3,2017-18 | Regular Season,93,58,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,D,1999-03-10,1999,1999-09-15,2017,2018,N
"Lafrance, Simon",C,"Val-d'Or, Foreurs",1998-10-12,68,148,20,22,17,59,3,9,12,24,16,13,5,34,45,32,38,2017-18 | Regular Season,55,84,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,F,1998-10-12,1998,1998-09-15,2017,2018,N
"Ouellet, Nicolas",LW,"Val-d'Or, Foreurs",1999-01-09,54,133,19,11,8,38,6,2,3,11,10,8,5,23,36,33,18,2017-18 | Regular Season,71,59,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,F,1999-01-09,1999,1999-09-15,2017,2018,N
"Comtois, Maxime",LW,"Victoriaville, Tigres",1999-01-08,54,185,44,22,19,85,8,8,5,21,31,12,14,57,76,32,33,2017-18 | Regular Season,50,117,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,F,1999-01-08,1999,1999-09-15,2017,2018,N
"Lefebvre, Simon",RW,"Sherbrooke, Phoenix",1999-02-03,18,16,0,0,1,1,0,0,0,0,0,0,1,1,1,6,1,2017-18 | Regular Season,7,2,1734,1734,228,209,165,602,219,154,58,56,54,168,156,146,109,411,F,1999-02-03,1999,1999-09-15,2017,2018,N
"Lessard, Antoine",RW,"Victoriaville, Tigres",1999-01-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-18 | Regular Season,0,0,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,F,1999-01-29,1999,1999-09-15,2017,2018,N
"Meunier, Félix",LW,"Acadie-Bathurst, Titan",1999-05-27,13,18,2,1,1,4,0,1,0,1,2,0,1,3,3,8,1,2017-18 | Regular Season,8,4,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,F,1999-05-27,1999,1999-09-15,2017,2018,N
"Klima, Kelly",RW,"Chicoutimi, Saguenéens",1997-06-05,58,142,18,11,7,36,4,6,0,10,13,5,7,25,31,40,18,2017-18 | Regular Season,50,50,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,F,1997-06-05,1997,1997-09-15,2015,2018,N
"Klima, Kevin",C,"Chicoutimi, Saguenéens",1997-06-05,68,211,39,27,20,86,15,8,11,34,19,18,9,46,59,40,42,2017-18 | Regular Season,82,109,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,F,1997-06-05,1997,1997-09-15,2015,2018,N
"Manseau, Jérémy",C,"Shawinigan, Cataractes",1998-06-08,65,120,13,15,6,34,4,3,3,10,9,12,3,24,33,41,15,2017-18 | Regular Season,52,49,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,1998-06-08,1998,1998-09-15,2016,2018,N
"Bramwell, Connor",LW,"Blainville-Boisbriand, Armada",1997-09-04,55,127,23,16,14,53,9,4,4,17,11,11,9,31,44,40,35,2017-18 | Regular Season,60,88,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,F,1997-09-04,1997,1997-09-15,2015,2018,N
"Abramov, Vitalii",RW,"Gatineau, Olympiques",1998-05-08,56,215,45,47,12,104,12,13,6,31,31,30,6,67,85,29,41,2017-18 | Regular Season,49,132,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,F,1998-05-08,1998,1998-09-15,2016,2018,N
"Somppi, Otto",C,"Halifax, Mooseheads",1998-01-12,59,142,28,31,24,83,11,4,4,19,13,23,19,55,76,48,30,2017-18 | Regular Season,67,121,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,F,1998-01-12,1998,1998-09-15,2016,2018,N
"Miromanov, Daniil",D,"Moncton, Wildcats",1997-07-11,38,108,8,9,15,32,1,5,10,16,7,4,4,15,31,38,25,2017-18 | Regular Season,56,59,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,D,1997-07-11,1997,1997-09-15,2015,2018,N
"Reginato, Cole",LW,"Saint John, Sea Dogs",1997-11-23,40,61,16,10,1,27,4,3,0,7,12,7,1,20,24,35,11,2017-18 | Regular Season,40,35,1734,1734,179,163,125,467,245,171,46,45,40,131,124,111,81,316,F,1997-11-23,1997,1997-09-15,2016,2018,N
"Grisé, Alexandre",LW,"Victoriaville, Tigres",1998-10-02,59,86,10,5,1,16,1,1,0,2,7,4,1,12,28,26,7,2017-18 | Regular Season,37,38,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,F,1998-10-02,1998,1998-09-15,2017,2018,N
"Meisenheimer, Samuel",RW,"Charlottetown, Islanders",1998-01-10,56,109,10,10,6,26,2,3,2,7,7,7,4,18,28,23,12,2017-18 | Regular Season,34,41,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,F,1998-01-10,1998,1998-09-15,2016,2018,N
"Barbosa, Ryan",D,"Halifax, Mooseheads",1998-01-05,38,34,0,5,0,5,0,0,0,0,0,3,0,3,9,15,0,2017-18 | Regular Season,19,12,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,D,1998-01-05,1998,1998-09-15,2016,2018,N
"Gardiner, Nolan",C,"Baie-Comeau, Drakkar",1998-09-09,8,7,1,0,0,1,0,0,0,0,1,0,0,1,2,2,0,2017-18 | Regular Season,5,2,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,1998-09-09,1998,1998-09-15,2016,2018,N
"Eastman, Austin",LW,"Québec, Remparts",1997-05-06,18,21,1,1,1,3,0,0,0,0,1,1,1,3,7,8,1,2017-18 | Regular Season,11,9,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,F,1997-05-06,1997,1997-09-15,2015,2018,N
"Blachman, Nicholas",RW,"Rimouski, Océanic",1998-04-11,8,5,1,0,0,1,0,0,0,0,1,0,0,1,1,2,0,2017-18 | Regular Season,2,1,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,F,1998-04-11,1998,1998-09-15,2016,2018,N
"Bernard, Xavier",D,"Drummondville, Voltigeurs",2000-01-06,66,112,11,9,15,35,2,4,4,10,9,4,10,23,71,41,15,2017-18 | Regular Season,61,92,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,D,2000-01-06,2000,2000-09-15,2018,2018,Y
"Abraham, Frédéric",C,"Val-d'Or, Foreurs",2000-07-15,31,25,2,4,0,6,1,0,0,1,1,3,0,4,7,13,1,2017-18 | Regular Season,15,9,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,F,2000-07-15,2000,2000-09-15,2018,2018,Y
"St-Laurent, Edouard",C,"Baie-Comeau, Drakkar",2000-04-04,61,105,14,9,3,26,2,1,1,4,12,8,2,22,29,39,6,2017-18 | Regular Season,44,35,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,2000-04-04,2000,2000-09-15,2018,2018,Y
"Groulx, Benoit-Olivier",LW,"Halifax, Mooseheads",2000-02-06,68,169,28,14,13,55,8,2,5,15,18,12,6,36,57,52,29,2017-18 | Regular Season,79,94,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,F,2000-02-06,2000,2000-09-15,2018,2018,Y
"McIsaac, Jared",D,"Halifax, Mooseheads",2000-03-27,65,178,9,22,16,47,4,11,6,21,4,9,8,21,72,67,29,2017-18 | Regular Season,99,114,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,D,2000-03-27,2000,2000-09-15,2018,2018,Y
"Fortier, Gabriel",C,"Baie-Comeau, Drakkar",2000-02-06,66,172,26,15,18,59,7,3,10,20,15,11,8,34,46,46,30,2017-18 | Regular Season,83,82,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,2000-02-06,2000,2000-09-15,2018,2018,Y
"Bouchard, Xavier",D,"Baie-Comeau, Drakkar",2000-02-28,65,83,3,9,9,21,0,2,5,7,3,7,4,14,49,70,19,2017-18 | Regular Season,104,72,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,D,2000-02-28,2000,2000-09-15,2018,2018,Y
"Dobson, Noah",D,"Acadie-Bathurst, Titan",2000-01-07,67,276,17,24,28,69,11,7,11,29,4,16,16,36,76,49,45,2017-18 | Regular Season,76,135,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,D,2000-01-07,2000,2000-09-15,2018,2018,Y
"Laferrière, Mathias",C,"Cape Breton, Screaming Eagles",2000-06-27,67,125,12,15,14,41,8,4,8,20,4,11,6,21,34,47,32,2017-18 | Regular Season,61,66,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,F,2000-06-27,2000,2000-09-15,2018,2018,Y
"Houde, Samuel",LW,"Chicoutimi, Saguenéens",2000-03-08,54,99,16,7,9,32,7,1,6,14,9,6,3,18,30,33,22,2017-18 | Regular Season,39,52,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,F,2000-03-08,2000,2000-09-15,2018,2018,Y
"Element, Shawn",RW,"Baie-Comeau, Drakkar",2000-04-23,62,116,9,7,3,19,4,0,0,4,5,7,2,14,20,37,6,2017-18 | Regular Season,67,28,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,2000-04-23,2000,2000-09-15,2018,2018,Y
"MacDonald, Anderson",LW,"Moncton, Wildcats",2000-05-16,58,160,27,11,7,45,11,4,2,17,16,7,5,28,40,60,26,2017-18 | Regular Season,72,66,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,F,2000-05-16,2000,2000-09-15,2018,2018,Y
"Mathieu, Olivier",LW,"Québec, Remparts",2000-02-25,66,66,8,9,4,21,3,3,0,6,5,6,4,15,18,26,9,2017-18 | Regular Season,26,27,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,F,2000-02-25,2000,2000-09-15,2018,2018,Y
"Coxhead, Andrew",C,"Québec, Remparts",2000-04-11,68,112,11,9,5,25,2,1,0,3,7,6,4,17,29,22,8,2017-18 | Regular Season,47,45,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,F,2000-04-11,2000,2000-09-15,2018,2018,Y
"Desruisseaux, Cédric",LW,"Drummondville, Voltigeurs",2000-03-03,64,158,24,8,14,46,5,0,3,8,19,8,11,38,48,28,15,2017-18 | Regular Season,30,63,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,F,2000-03-03,2000,2000-09-15,2018,2018,Y
"Alain, Marc-Olivier",D,"Québec, Remparts",2000-07-06,21,8,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2017-18 | Regular Season,5,2,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,D,2000-07-06,2000,2000-09-15,2018,2018,Y
"MacKinnon, Evan",C,"Sherbrooke, Phoenix",2000-03-02,62,61,7,3,8,18,1,1,2,4,6,2,6,14,24,26,8,2017-18 | Regular Season,34,32,1734,1734,228,209,165,602,219,154,58,56,54,168,156,146,109,411,F,2000-03-02,2000,2000-09-15,2018,2018,Y
"Henman, Luke",C,"Blainville-Boisbriand, Armada",2000-04-29,61,87,9,20,18,47,3,9,7,19,5,10,11,26,36,21,35,2017-18 | Regular Season,31,74,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,F,2000-04-29,2000,2000-09-15,2018,2018,Y
"Arsenault, Alexis",D,"Rouyn-Noranda, Huskies",2000-05-17,65,65,6,4,4,14,0,0,0,0,6,4,3,13,43,29,0,2017-18 | Regular Season,48,51,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,D,2000-05-17,2000,2000-09-15,2018,2018,Y
"D'Amours, Anthony",D,"Rimouski, Océanic",2000-03-22,53,23,1,1,2,4,0,0,0,0,1,1,2,4,22,17,0,2017-18 | Regular Season,20,23,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,D,2000-03-22,2000,2000-09-15,2018,2018,Y
"Desgagnés, Mathieu",LW,"Chicoutimi, Saguenéens",2000-04-13,42,66,8,5,2,15,1,3,0,4,7,2,2,11,21,17,11,2017-18 | Regular Season,21,32,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,F,2000-04-13,2000,2000-09-15,2018,2018,Y
"Tardif, Benjamin",LW,"Sherbrooke, Phoenix",2000-01-24,68,106,14,8,7,29,0,0,1,1,14,8,6,28,39,39,3,2017-18 | Regular Season,45,42,1734,1734,228,209,165,602,219,154,58,56,54,168,156,146,109,411,F,2000-01-24,2000,2000-09-15,2018,2018,Y
"Desmarais, Guillaume",LW,"Drummondville, Voltigeurs",2000-12-11,28,27,5,1,2,8,0,0,0,0,5,1,2,8,14,7,0,2017-18 | Regular Season,7,14,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,F,2000-12-11,2000,2000-09-15,2019,2018,N
"Marcotty, Félix-Antoine",RW,"Chicoutimi, Saguenéens",2000-12-17,59,96,11,7,10,28,1,0,3,4,10,7,7,24,34,17,9,2017-18 | Regular Season,24,43,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,F,2000-12-17,2000,2000-09-15,2019,2018,N
"Lavoie, Raphaël",C,"Halifax, Mooseheads",2000-09-25,68,222,30,22,11,63,4,9,4,17,25,13,7,45,66,53,25,2017-18 | Regular Season,63,92,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,F,2000-09-25,2000,2000-09-15,2019,2018,N
"Larose, Nathan",D,"Saint John, Sea Dogs",2000-09-24,64,91,5,3,6,14,0,1,1,2,5,2,5,12,44,57,5,2017-18 | Regular Season,70,52,1734,1734,179,163,125,467,245,171,46,45,40,131,124,111,81,316,D,2000-09-24,2000,2000-09-15,2019,2018,N
"McQuaid, Chris",D,"Gatineau, Olympiques",2000-01-01,68,65,5,4,5,14,0,0,1,1,5,4,4,13,45,45,3,2017-18 | Regular Season,66,51,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,D,2000-01-01,2000,2000-09-15,2018,2018,Y
"Denny, Leon",D,"Shawinigan, Cataractes",2000-01-02,60,70,6,5,5,16,3,2,2,7,1,3,3,7,32,59,14,2017-18 | Regular Season,80,48,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,D,2000-01-02,2000,2000-09-15,2018,2018,Y
"Denis, Gabriel",C,"Shawinigan, Cataractes",2000-11-06,66,95,11,8,13,32,1,1,3,5,10,7,10,27,39,55,17,2017-18 | Regular Season,85,58,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,2000-11-06,2000,2000-09-15,2019,2018,N
"Doyon, Nathaniel",RW,"Charlottetown, Islanders",2000-01-13,50,36,1,2,3,6,0,0,0,0,1,2,3,6,11,24,1,2017-18 | Regular Season,27,12,1734,1734,205,189,145,539,206,135,45,44,43,132,141,131,93,365,F,2000-01-13,2000,2000-09-15,2018,2018,Y
"Paré, Félix",RW,"Victoriaville, Tigres",2000-03-28,51,31,0,2,2,4,0,0,0,0,0,1,2,3,11,18,2,2017-18 | Regular Season,22,14,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,F,2000-03-28,2000,2000-09-15,2018,2018,Y
"Théorêt, Frédérik",RW,"Shawinigan, Cataractes",2000-01-08,49,48,4,1,5,10,2,1,1,4,1,0,4,5,13,22,6,2017-18 | Regular Season,32,21,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,2000-01-08,2000,2000-09-15,2018,2018,Y
"Samson, Mathieu",RW,"Shawinigan, Cataractes",2000-11-26,36,63,0,2,3,5,0,1,0,1,0,1,3,4,7,18,6,2017-18 | Regular Season,21,13,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,2000-11-26,2000,2000-09-15,2019,2018,N
"Ducharme, Justin",RW,"Acadie-Bathurst, Titan",2000-02-22,53,105,11,7,5,23,0,0,0,0,11,6,5,22,27,24,1,2017-18 | Regular Season,37,30,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,F,2000-02-22,2000,2000-09-15,2018,2018,Y
"Bourret, Olivier",LW,"Cape Breton, Screaming Eagles",2000-01-18,63,73,8,7,7,22,2,1,5,8,6,6,2,14,33,46,18,2017-18 | Regular Season,49,52,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,F,2000-01-18,2000,2000-09-15,2018,2018,Y
"Imbeault, Anthony",LW,"Shawinigan, Cataractes",2000-10-13,26,39,7,5,0,12,3,2,0,5,4,3,0,7,12,24,10,2017-18 | Regular Season,27,22,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,2000-10-13,2000,2000-09-15,2019,2018,N
"Crête-Belzile, Olivier",D,"Sherbrooke, Phoenix",2000-09-02,67,54,3,10,3,16,0,2,2,4,3,6,1,10,46,39,5,2017-18 | Regular Season,68,56,1734,1734,228,209,165,602,219,154,58,56,54,168,156,146,109,411,D,2000-09-02,2000,2000-09-15,2018,2018,Y
"Villeneuve, Gabriel",D,"Chicoutimi, Saguenéens",2000-04-12,42,48,3,3,1,7,0,1,0,1,3,2,1,6,21,25,4,2017-18 | Regular Season,31,25,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,D,2000-04-12,2000,2000-09-15,2018,2018,Y
"McCormick, Adam",D,"Cape Breton, Screaming Eagles",2000-06-25,67,80,7,20,10,37,1,15,4,20,6,4,6,16,55,65,28,2017-18 | Regular Season,105,94,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,D,2000-06-25,2000,2000-09-15,2018,2018,Y
"Massie, Noah",D,"Charlottetown, Islanders",1999-07-07,44,43,0,3,3,6,0,0,0,0,0,3,3,6,22,21,0,2017-18 | Regular Season,26,22,1734,1734,205,189,145,539,206,135,45,44,43,132,141,131,93,365,D,1999-07-07,1999,1999-09-15,2017,2018,N
"Campbell, Isiah",LW,"Cape Breton, Screaming Eagles",2000-12-07,61,90,9,11,4,24,2,1,1,4,6,10,3,19,26,30,12,2017-18 | Regular Season,37,40,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,F,2000-12-07,2000,2000-09-15,2019,2018,N
"Havlena, Kyle",D,"Blainville-Boisbriand, Armada",2000-06-15,44,51,2,3,0,5,0,1,0,1,2,2,0,4,15,21,1,2017-18 | Regular Season,30,18,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,D,2000-06-15,2000,2000-09-15,2018,2018,Y
"Plamondon, Yohan",LW,"Saint John, Sea Dogs",2000-02-02,20,26,1,2,1,4,0,0,0,0,1,2,1,4,8,13,0,2017-18 | Regular Season,13,8,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,F,2000-02-02,2000,2000-09-15,2018,2018,Y
"Bolduc, Samuel",D,"Blainville-Boisbriand, Armada",2000-12-09,57,51,2,3,9,14,0,0,1,1,2,3,8,13,38,25,1,2017-18 | Regular Season,29,44,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,D,2000-12-09,2000,2000-09-15,2019,2018,N
"Bergeron, Justin",D,"Rouyn-Noranda, Huskies",2000-09-14,67,141,9,11,10,30,1,7,4,12,8,4,6,18,39,40,15,2017-18 | Regular Season,46,57,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,D,2000-09-14,2000,2000-09-15,2018,2018,Y
"Caron, Thomas",LW,"Québec, Remparts",2000-08-29,14,3,0,1,1,2,0,0,0,0,0,1,1,2,4,6,0,2017-18 | Regular Season,7,4,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,F,2000-08-29,2000,2000-09-15,2018,2018,Y
"Hudson, Jacob",RW,"Moncton, Wildcats",2000-12-02,64,52,8,6,2,16,0,0,0,0,5,6,2,13,21,35,5,2017-18 | Regular Season,55,32,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,F,2000-12-02,2000,2000-09-15,2019,2018,N
"Roelens, Metis",C,"Gatineau, Olympiques",2000-07-21,59,43,4,4,7,15,0,0,0,0,4,3,7,14,25,25,3,2017-18 | Regular Season,35,30,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,F,2000-07-21,2000,2000-09-15,2018,2018,Y
"Boudrias, Karl",D,"Rimouski, Océanic",2000-04-01,60,65,2,6,4,12,0,3,0,3,2,3,4,9,29,61,8,2017-18 | Regular Season,81,37,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,D,2000-04-01,2000,2000-09-15,2018,2018,Y
"MacLellan, Ryan",D,"Cape Breton, Screaming Eagles",2000-02-03,31,15,0,5,0,5,0,1,0,1,0,4,0,4,14,24,2,2017-18 | Regular Season,24,17,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,D,2000-02-03,2000,2000-09-15,2018,2018,Y
"Cyr-Trottier, Nathan",C,"Val-d'Or, Foreurs",2000-01-21,64,17,0,2,2,4,0,0,0,0,0,2,2,4,10,23,0,2017-18 | Regular Season,26,10,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,F,2000-01-21,2000,2000-09-15,2018,2018,Y
"Hinam, Tyler",RW,"Rouyn-Noranda, Huskies",1999-05-27,58,122,12,14,12,38,3,4,6,13,8,10,6,24,29,32,19,2017-18 | Regular Season,42,50,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,F,1999-05-27,1999,1999-09-15,2017,2018,N
"Dicaire, Derek",LW,"Baie-Comeau, Drakkar",1999-08-18,24,22,1,3,3,7,0,0,0,0,1,3,3,7,9,15,0,2017-18 | Regular Season,15,9,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,1999-08-18,1999,1999-09-15,2017,2018,N
"Laframboise, Jérémy",C,"Québec, Remparts",2000-01-04,65,48,4,4,1,9,0,0,0,0,4,4,1,9,17,17,0,2017-18 | Regular Season,19,17,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,F,2000-01-04,2000,2000-09-15,2018,2018,Y
"Thibeault, Benjamin",D,"Victoriaville, Tigres",2000-03-20,25,17,0,3,1,4,0,2,0,2,0,0,0,0,8,10,2,2017-18 | Regular Season,19,15,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,D,2000-03-20,2000,2000-09-15,2018,2018,Y
"Baker, Jarrett",D,"Drummondville, Voltigeurs",2000-09-19,60,85,3,12,4,19,0,0,0,0,3,12,4,19,54,36,1,2017-18 | Regular Season,45,62,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,D,2000-09-19,2000,2000-09-15,2019,2018,N
"Fortin, Philippe",D,"Val-d'Or, Foreurs",2000-01-13,24,4,1,1,0,2,0,0,0,0,1,1,0,2,3,8,0,2017-18 | Regular Season,8,3,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,D,2000-01-13,2000,2000-09-15,2018,2018,Y
"Couture, Alexandre",RW,"Val-d'Or, Foreurs",2000-04-22,67,43,4,4,11,19,0,0,0,0,2,4,10,16,24,53,0,2017-18 | Regular Season,86,30,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,F,2000-04-22,2000,2000-09-15,2018,2018,Y
"Ianniciello, Samuel",LW,"Rouyn-Noranda, Huskies",2000-08-02,45,40,1,0,1,2,0,0,0,0,1,0,1,2,8,11,1,2017-18 | Regular Season,11,10,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,F,2000-08-02,2000,2000-09-15,2018,2018,Y
"Collin, Maxime",LW,"Blainville-Boisbriand, Armada",2000-01-25,55,55,11,1,3,15,0,0,0,0,7,1,3,11,14,18,2,2017-18 | Regular Season,30,21,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,F,2000-01-25,2000,2000-09-15,2018,2018,Y
"McGrath, Kyle",RW,"Cape Breton, Screaming Eagles",1999-04-16,33,36,4,2,0,6,0,0,0,0,3,2,0,5,7,17,1,2017-18 | Regular Season,20,9,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,F,1999-04-16,1999,1999-09-15,2017,2018,N
"Casey, Thomas",C,"Charlottetown, Islanders",2000-04-10,60,52,8,3,1,12,0,0,0,0,8,3,1,12,21,24,0,2017-18 | Regular Season,31,21,1734,1734,205,189,145,539,206,135,45,44,43,132,141,131,93,365,F,2000-04-10,2000,2000-09-15,2018,2018,Y
"Ouellet, Edouard",RW,"Victoriaville, Tigres",2000-01-14,54,51,5,4,4,13,0,0,0,0,5,4,4,13,19,16,0,2017-18 | Regular Season,18,19,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,F,2000-01-14,2000,2000-09-15,2018,2018,Y
"Dignard, Carl-Olivier",LW,"Drummondville, Voltigeurs",2000-10-05,28,22,2,2,0,4,0,0,0,0,2,2,0,4,6,3,1,2017-18 | Regular Season,3,7,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,F,2000-10-05,2000,2000-09-15,2019,2018,N
"Plamondon, Alex",C,"Shawinigan, Cataractes",1999-10-14,58,68,10,3,5,18,0,0,0,0,10,3,4,17,22,30,1,2017-18 | Regular Season,56,26,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,1999-10-14,1999,1999-09-15,2018,2018,Y
"Mason, Kevin",C,"Saint John, Sea Dogs",2000-01-12,25,32,2,2,1,5,0,0,0,0,2,2,1,5,10,13,0,2017-18 | Regular Season,13,10,1734,1734,179,163,125,467,245,171,46,45,40,131,124,111,81,316,F,2000-01-12,2000,2000-09-15,2018,2018,Y
"Savinsky, Hugo",D,"Baie-Comeau, Drakkar",2000-01-18,44,25,1,1,5,7,0,0,0,0,1,1,5,7,25,21,0,2017-18 | Regular Season,27,26,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,D,2000-01-18,2000,2000-09-15,2018,2018,Y
"Demers, Antoine",C,"Shawinigan, Cataractes",1999-04-14,67,104,14,12,7,33,1,2,0,3,11,9,7,27,38,61,3,2017-18 | Regular Season,94,48,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,1999-04-14,1999,1999-09-15,2017,2018,N
"Proulx, Gabriel",RW,"Cape Breton, Screaming Eagles",1999-03-24,57,91,5,4,17,26,0,0,2,2,4,4,13,21,28,32,6,2017-18 | Regular Season,51,39,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,F,1999-03-24,1999,1999-09-15,2017,2018,N
"Ouellet, Zachary",D,"Rouyn-Noranda, Huskies",1999-10-26,31,15,1,1,0,2,0,0,0,0,1,1,0,2,9,10,0,2017-18 | Regular Season,12,10,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,D,1999-10-26,1999,1999-09-15,2018,2018,Y
"Tourigny, Félix-Antoine",C,"Rouyn-Noranda, Huskies",2000-02-02,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2017-18 | Regular Season,1,1,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,F,2000-02-02,2000,2000-09-15,2018,2018,Y
